Unnamed: 0,Name,Rating,Number of Ratings,Price,Region,Winery,Wine style,Alcohol content,Grapes,Food pairings,Bold,Tannin,Sweet,Acidic
838,Côtes du Rhône Villages Terre D'Argile 2020,4.0,332,33.99,France / Rhone Valley / Southern Rhône / Côtes-du-Rhône / Côtes-du-Rhône-Villages,Domaine de la Janasse,Southern Rhône Red,14.5,"Shiraz/Syrah, Grenache, Mourvedre, Carignan","['Beef', 'Lamb', 'Game (deer, venison)']",66.99,47.47,11.71,53.5
840,Domaine De Cigalus Red 2019,4.2,843,54.99,France / Vin de Pays / Pays d'Oc / Aude,Gérard Bertrand,Languedoc-Roussillon Red,15.0,"Shiraz/Syrah, Merlot, Cabernet Sauvignon, Cabernet Franc, Caladoc, Carignan, Grenache","['Beef', 'Pasta', 'Veal']",67.91,57.58,11.12,63.59
844,Les Vignes de Mon Père Cabernet - Syrah 2019,4.2,101,13.99,France / Vin de Pays / Pays d'Oc / Gard,Mas des Bressades,Languedoc-Roussillon Red,14.5,"Shiraz/Syrah, Cabernet Sauvignon","['Beef', 'Pasta', 'Veal']",68.74,61.08,2.12,61.07
847,Miraflors Rosé 2021,4.0,299,16.95,France / Languedoc-Roussillon / Côtes du Roussillon,Domaine Lafage,Languedoc-Roussillon Rosé,13.5,100 Grenache Gris,"['Pasta', 'Vegetarian', 'Appetizers and snacks', 'Lean fish', 'Aperitif']",39.07,46.29526972,0.07,57.4
848,Pauillac 2012,4.4,190,39.99,France / Bordeaux / Médoc / Pauillac,Château La Fleur Haut Carras,Bordeaux Pauillac,14.0,"Cabernet Sauvignon, Merlot","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",78.43,68.37,9.05,75.51
850,Viré-Clessé 2019,3.9,118,24.99,France / Bourgogne / Mâconnais / Viré-Clessé,Chanson,Burgundy Mâconnais White,13.0,Chardonnay,"['Pasta', 'Vegetarian', 'Cured Meat']",40.29,46.29526972,2.4,39.91
852,Quintaine Viré-Clessé 2018,4.2,176,42.94,France / Bourgogne / Mâconnais / Viré-Clessé,Guillemot-Michel,Burgundy Mâconnais White,14.0,100 Chardonnay,"['Pasta', 'Vegetarian', 'Cured Meat']",45.7,46.29526972,18.93,41.08
853,Lou Coucardié Rouge 2015,4.1,138,25.99,France / Rhone Valley / Southern Rhône / Costières-de-Nîmes,Domaine Gassier,Southern Rhône Red,15.0,"50 Mourvedre, 35 Garnacha, 15 Shiraz/Syrah","['Beef', 'Lamb', 'Game (deer, venison)']",66.51,48.33,14.32,55.15
854,Cassis Rosé 2020,4.2,40,27.94,France / Provence / Cassis,Bagnol,Provence Rosé,13.5,"Mourvedre, Cinsault, Grenache","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",31.63,46.29526972,9.05,60.8
855,Tradition Brut Champagne N.V.,3.9,591,29.99,France / Champagne,Breton & Fils,French Champagne,12.5,"Pinot Meunier, Pinot Noir, Chardonnay","['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",58.86,46.29526972,9.05,74.83
857,Rock Angel Rosé 2019,4.2,809,40.61,France / Provence / Côtes de Provence,Château d'Esclans,Provence Rosé,14.0,100 Grenache,"['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",32.97,46.29526972,1.48,64.83
858,Haut-Médoc (Grand Cru Classé) 2016,4.1,1515,57.99,France / Bordeaux / Médoc / Haut-Médoc,Château La Tour Carnet,Bordeaux Médoc,13.0,"Merlot, Cabernet Sauvignon, Petit Verdot","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",74.31,74.07,8.05,70.94
859,Les Fiefs de Lagrange Saint-Julien 2012,3.8,1669,39.94,France / Bordeaux / Médoc / Saint-Julien,Château Lagrange,Bordeaux Saint-Julien,13.0,Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",63.63,64.36,7.63,72.34
864,Cuvée Tradition Gigondas 2018,4.2,368,34.99,France / Rhone Valley / Southern Rhône / Gigondas,Domaine du Gour de Chaule,Southern Rhône Red,14.5,100 Grenache,"['Beef', 'Lamb', 'Game (deer, venison)']",66.14,50.02,6.3,54.19
866,Vouvray Le Mont Sec 2017,4.3,284,42.0,France / Loire Valley / Middle Loire / Touraine / Vouvray,Domaine Huet,Loire Chenin Blanc,13.0,100 Chenin Blanc,"['Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry', 'Mild and soft cheese']",24.36,46.29526972,8.06,85.0
868,La Cantilène Minervois La Livinière 2018,4.1,226,31.17,France / Languedoc-Roussillon / Minervois / Minervois La Livinière,Château Sainte-Eulalie,Languedoc-Roussillon Red,14.5,"Shiraz/Syrah, Grenache, Carignan","['Beef', 'Pasta', 'Veal']",67.91,57.08,12.49,62.12
869,Chiroubles 2014,4.2,41,53.25,France / Beaujolais / Chiroubles,Domaine Lafarge Vial,Beaujolais Red,12.5,100 Gamay,"['Pasta', 'Veal', 'Pork', 'Poultry']",61.73,14.69,5.39,85.0
871,Chablis ‘Saint Martin’ 2020,3.9,625,28.99,France / Bourgogne / Chablis,Domaine Laroche,Burgundy Chablis,12.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",40.85,46.29526972,9.05,68.21
874,Coteau des Girarmes Pouilly-Fumé 2020,4.1,125,21.99,France / Loire Valley / Upper Loire / Pouilly-Fumé,Domaine Roger Pabiot et Fils,Upper Loire White,14.5,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",23.56,46.29526972,11.25,68.99
878,Cuvée Tradition Fronsac 2019,4.1,234,18.99,France / Bordeaux / Libournais / Fronsac,Château du Bergey,Bordeaux Libournais Red,14.5,100 Merlot,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",66.66,40.13,6.88,41.39
879,Les Chasseignes Sancerre Blanc 2020,4.2,52,32.99,France / Loire Valley / Upper Loire / Sancerre,Claude Riffault,Upper Loire White,14.0,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",21.51,46.29526972,1.08,68.56
880,Brouilly 2017,4.1,223,40.98,France / Beaujolais / Brouilly,Alex Foillard,Beaujolais Red,14.0,Gamay,"['Pasta', 'Veal', 'Pork', 'Poultry']",10.63,13.56,8.33,78.86
881,Saint-Émilion Grand Cru (Grand Cru Classé) 2014,4.1,1522,33.0,France / Bordeaux / Libournais / Saint-Émilion / Saint-Émilion Grand Cru,Château Laroque,Bordeaux Saint-Émilion,14.0,"Merlot, Cabernet Sauvignon, Cabernet Franc","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",72.61,55.9,8.01,53.39
885,Carmes de Rieussec Sauternes 2017,4.1,478,38.83,France / Bordeaux / Sauternes,Château Rieussec,Bordeaux Sauternes,14.0,"94 Sémillon, 3 Sauvignon Blanc, 3 Muscadelle","['Fruity desserts', 'Blue cheese']",85.0,46.29526972,85.0,75.59
886,Prestige Rosé 2019,4.0,1895,29.99,France / Provence / Côtes de Provence,Minuty,Provence Rosé,12.5,"70 Grenache, 15 Cinsault, 10 Tibouren, 5 Shiraz/Syrah","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",27.75,46.29526972,0.44,64.59
887,Confidentiel Gigondas 2015,3.9,54,39.94,France / Rhone Valley / Southern Rhône / Gigondas,Montirius,Southern Rhône Red,13.5,"Grenache, Mourvedre","['Beef', 'Lamb', 'Game (deer, venison)']",63.58,52.28,7.13,53.82
888,Les Tours Beaujolais Villages 2016,4.2,47,26.0,France / Beaujolais / Beaujolais-Villages,Justin Dutraive,Beaujolais Red,13.5,100 Gamay,"['Pasta', 'Veal', 'Pork', 'Poultry']",3.55,6.13,6.39,76.04
890,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2019,4.2,653,49.99,France / Bordeaux / Graves / Pessac-Léognan,Château Carbonnieux,Bordeaux White,13.0,100 Sémillon,"['Pork', 'Vegetarian', 'Poultry', 'Appetizers and snacks', 'Lean fish']",63.17,46.29526972,12.92,43.18
892,Lalande-de-Pomerol 2019,4.2,105,33.0,France / Bordeaux / Libournais / Lalande-de-Pomerol,Château Tournefeuille,Bordeaux Pomerol,14.5,"Cabernet Franc, Merlot","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",76.11,54.99,3.52,52.78
893,Bourgogne Clos du Château 2015,4.1,260,34.95,France / Bourgogne,Château de Puligny Montrachet,Burgundy White,12.5,100 Chardonnay,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",60.82,46.29526972,9.05,50.57
894,Les Cloux Rully Premier Cru 2019,4.2,48,39.99,France / Bourgogne / Côte Chalonnaise / Rully / Rully Premier Cru,Domaine Jaeger-Defaix,Burgundy Côte Chalonnaise White,13.5,100 Chardonnay,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",44.2,46.29526972,6.85,37.27
895,Blanc de Blancs Brut N.V.,3.9,1113,22.99,France / Alsace / Crémant d'Alsace,Dopff & Irion,French Crémant,12.0,"Pinot Blanc, Auxerrois","['Shellfish', 'Poultry', 'Appetizers and snacks', 'Lean fish', 'Aperitif']",44.12,46.29526972,9.05,53.16
900,Haut-Médoc 2016,4.1,624,59.99,France / Bordeaux / Médoc / Haut-Médoc,Château Sociando-Mallet,Bordeaux Médoc,13.0,100 Cabernet Franc,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",72.34,73.51,7.05,71.8
903,Château Montlandrie Castillon - Côtes de Bordeaux 2016,3.9,178,34.94,France / Bordeaux / Côtes de Bordeaux / Castillon - Côtes de Bordeaux,Denis Durantou,Bordeaux Red,14.5,"75 Merlot, 20 Cabernet Franc, 5 Cabernet Sauvignon","['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",66.87,60.99,6.01,63.04
904,Verso Pauillac 2018,4.0,53,28.94,France / Bordeaux / Médoc / Pauillac,Château Haut-Batailley,Bordeaux Pauillac,14.5,Cabernet Franc,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",73.35,73.25,9.05,72.69
905,Rives de Lamothe Haut-Médoc 2017,4.2,125,19.99,France / Bordeaux / Médoc / Haut-Médoc,Château Lamothe-Bergeron,Bordeaux Médoc,13.0,"Cabernet Sauvignon, Malbec, Merlot","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",74.82,59.35,9.05,61.52
912,Chablis 2016,3.8,257,27.99,France / Bourgogne / Chablis,Chanson,Burgundy Chablis,12.0,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",40.19,46.29526972,1.87,66.26
914,La Dame Rousse Lirac 2018,4.1,274,29.99,France / Rhone Valley / Southern Rhône / Lirac,Domaine de la Mordorée,Southern Rhône Red,14.5,100 Grenache,"['Beef', 'Lamb', 'Game (deer, venison)']",65.92,48.0,4.35,54.38
915,Karine Sancerre Blanc 2020,4.2,106,26.49,France / Loire Valley / Upper Loire / Sancerre,Lauverjat,Upper Loire White,13.0,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",21.37,46.29526972,0.19,70.03
917,Sauternes (Premier Grand Cru Classé) 1999,4.3,151,32.9,France / Bordeaux / Sauternes,Château de Rayne Vigneau,Bordeaux Sauternes,13.0,100 Sémillon,"['Fruity desserts', 'Blue cheese']",84.8,46.29526972,85.0,75.57
920,Brut Majeur Champagne N.V.,3.9,10988,39.99,France / Champagne,Ayala,French Champagne,12.0,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",58.77,46.29526972,9.05,72.77
923,La Pierre Noire 2015,4.2,34,39.0,France / Rhone Valley / Southern Rhône / Ventoux,Saint Jean du Barroux,Southern Rhône Red,15.0,"Grenache, Shiraz/Syrah","['Beef', 'Lamb', 'Game (deer, venison)']",72.57,49.29,9.6,48.32
924,Château Franc La Rose Saint-Émilion Grand Cru 2017,4.2,98,26.99,France / Bordeaux / Libournais / Saint-Émilion / Saint-Émilion Grand Cru,Jean-Louis Trocard,Bordeaux Saint-Émilion,14.0,"Merlot, Cabernet Franc","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",73.23,55.08,1.48,53.74
925,Crozes Hermitage Domaine Mule Blanche 2017,3.9,348,39.94,France / Rhone Valley / Northern Rhône / Crozes-Hermitage,Paul Jaboulet Aîné,Northern Rhône White,13.0,100 Marsanne,"['Pork', 'Rich fish (salmon, tuna etc)', 'Mature and hard cheese', 'Poultry', 'Cured Meat']",53.02,46.29526972,14.98,27.62
927,Arbois Chardonnay 2015,4.1,360,42.44,France / Jura / Côtes du Jura / Arbois,Domaine du Pelican,Jura White,12.5,100 Chardonnay,"['Poultry', 'Mushrooms', 'Mild and soft cheese']",25.88,46.29526972,4.83,85.0
929,Ailes de Paloumey Haut-Médoc 2018,4.2,194,19.99,France / Bordeaux / Médoc / Haut-Médoc,Vignobles de Paloumey,Bordeaux Médoc,13.0,"55 Cabernet Sauvignon, 42 Merlot, 3 Cabernet Franc","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",72.7,70.26,7.46,72.0
931,Châteauneuf-du-Pape Cuvée Anonyme Rouge 2010,4.1,1755,39.95,France / Rhone Valley / Southern Rhône / Châteauneuf-du-Pape,Xavier Vignon,Southern Rhône Châteauneuf-du-Pape Red,14.5,100 Grenache,"['Lamb', 'Pork', 'Poultry']",84.58,40.32,8.61,45.15
932,Sancerre Silex Blanc 2019,4.2,302,23.71,France / Loire Valley / Upper Loire / Sancerre,Domaine Delaporte,Upper Loire White,13.0,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",25.31,46.29526972,4.13,67.67
933,Pessac-Léognan 2010,4.1,743,62.0,France / Bordeaux / Graves / Pessac-Léognan,Château Haut-Bergey,Bordeaux Pessac-Léognan,13.0,"Merlot, Cabernet Sauvignon, Petit Verdot","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",73.99,71.48,8.38,74.12
937,Châteauneuf-du-Pape Domaine Barville Rouge 2015,4.1,561,33.99,France / Rhone Valley / Southern Rhône / Châteauneuf-du-Pape,Brotte,Southern Rhône Châteauneuf-du-Pape Red,14.5,100 Grenache,"['Lamb', 'Pork', 'Poultry']",85.0,38.85,4.63,44.18
938,Costières-de-Nîmes Rosé (Tradition de Campuget) 2020,3.9,353,14.99,France / Rhone Valley / Southern Rhône / Costières-de-Nîmes,Château de Campuget,Southern Rhône Rosé,13.0,100 Grenache,"['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Poultry']",53.07,46.29526972,11.46,51.62
940,Le Petit Haut Lafitte Pessac-Léognan 2018,4.2,333,37.94,France / Bordeaux / Graves / Pessac-Léognan,Château Smith Haut-Lafitte,Bordeaux Pessac-Léognan,13.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",75.71,74.92,10.0,65.94
942,First Things First 2015,4.2,46,31.49,France / Languedoc-Roussillon,Domaine Cabirau,Languedoc-Roussillon Grenache,15.0,100 Grenache,"['Beef', 'Pasta', 'Lamb', 'Poultry']",55.0,47.93,9.05,33.1
945,Gewürztraminer Alsace 2017,3.8,1467,29.99,France / Alsace,Trimbach,Alsace Gewürztraminer,13.3,100 Gewürztraminer,"['Pork', 'Rich fish (salmon, tuna etc)', 'Spicy food', 'Poultry', 'Mild and soft cheese']",65.91,46.29526972,40.82,25.99
947,Emilien 2019,4.2,417,64.99,France / Bordeaux / Côtes de Bordeaux,Château le Puy,Bordeaux Red,14.0,100 Merlot,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",61.42,57.21,4.41,64.56
951,Vieilles Vignes Pouilly-Fumé 2019,4.1,218,30.94,France / Loire Valley / Upper Loire / Pouilly-Fumé,Régis Minet,Upper Loire White,13.0,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",19.02,46.29526972,9.05,69.49
952,Cuvée des Commandeurs Côtes de Provence Rosé 2021,4.1,234,27.99,France / Provence / Côtes de Provence,Peyrassol,Provence Rosé,13.0,Cinsault,"['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",29.33,46.29526972,0.23,66.67
953,Tradition Sancerre 2020,4.2,284,33.99,France / Loire Valley / Upper Loire / Sancerre,Hubert Brochard,Upper Loire White,13.7,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",24.7,46.29526972,9.05,67.25
954,Effusion Anjou 2019,4.2,181,33.99,France / Loire Valley / Middle Loire / Anjou,Domaine Patrick Baudouin,Loire Chenin Blanc,13.5,Chenin Blanc,"['Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry', 'Mild and soft cheese']",25.43,46.29526972,10.54,85.0
955,Saint-Joseph Rouge 2017,4.1,186,39.87,France / Rhone Valley / Northern Rhône / Saint-Joseph,Domaine Faury,Northern Rhône Saint-Joseph,13.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",75.13,51.05,3.83,56.88
958,Bouzy Grand Cru Les Terres Roses Extra Brut Rosé N.V.,4.2,867,51.62,France / Champagne,Pierre Paillard,French Champagne,12.5,"Chardonnay, Pinot Noir","['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",65.63,46.29526972,9.05,77.88
959,Clos du Calvaire Châteauneuf-du-Pape 2018,4.2,214,39.49,France / Rhone Valley / Southern Rhône / Châteauneuf-du-Pape,Vignobles Mayard,Southern Rhône Châteauneuf-du-Pape Red,15.0,100 Shiraz/Syrah,"['Lamb', 'Pork', 'Poultry']",85.0,39.38,6.63,45.33
960,Côtes de Bordeaux 2018,4.1,526,32.99,France / Bordeaux / Côtes de Bordeaux,Château Lafitte,Bordeaux Red,14.0,"Cabernet Sauvignon, Merlot","['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",60.78,56.01,6.84,60.87
961,Inspiration Rosé 2020,3.8,976,22.99,France / Provence / Côtes de Provence,Château de Berne,Provence Rosé,12.5,Cinsault,"['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",31.13,46.29526972,2.71,65.86
962,Le Moulin du Pont Saint-Véran 2018,4.2,72,35.99,France / Bourgogne / Mâconnais / Saint-Véran,Auvigue,Burgundy Mâconnais White,13.0,100 Chardonnay,"['Pasta', 'Vegetarian', 'Cured Meat']",43.79,46.29526972,4.05,45.88
964,Brut Champagne (Special Cuvée) N.V.,4.2,1188,39.99,France / Champagne,Beau Joie,French Champagne,12.0,"60 Pinot Noir, 40 Chardonnay","['Pork', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese']",65.58,46.29526972,9.05,79.7
966,Prestige Rosé 2020,4.1,1626,29.99,France / Provence / Côtes de Provence,Minuty,Provence Rosé,13.0,100 Grenache,"['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",27.75,46.29526972,0.44,64.59
967,Pouilly-Fuissé 2020,4.0,191,24.99,France / Bourgogne / Mâconnais / Pouilly-Fuissé,Louis Latour,Burgundy Mâconnais White,13.0,100 Chardonnay,"['Pasta', 'Vegetarian', 'Cured Meat']",41.02,46.29526972,9.05,41.55
968,Castillon - Côtes de Bordeaux 2016,4.1,1016,41.99,France / Bordeaux / Côtes de Bordeaux / Castillon - Côtes de Bordeaux,Château d'Aiguilhe,Bordeaux Red,14.5,"80 Merlot, 20 Cabernet Franc","['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",66.65,57.88,12.41,61.96
970,Montagne Collioure 2019,4.3,46,24.71,France / Languedoc-Roussillon / Collioure,Domaine de la Rectorie,Languedoc-Roussillon Red,15.0,"Mourvedre, Carignan, Grenache","['Beef', 'Pasta', 'Veal']",70.27,58.16,14.33,61.75
972,Bourgogne Rouge 2019,4.2,117,37.99,France / Bourgogne,Bachelet-Monnot,Burgundy Red,12.5,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",32.33,23.97,8.39,64.97
974,Arbois Savagnin Ouillé 2018,4.1,393,68.0,France / Jura,Domaine du Pelican,Jura White,13.5,100 Savagnin,"['Poultry', 'Mushrooms', 'Mild and soft cheese']",23.77,46.29526972,1.96,85.0
980,Vieilles Vignes Pouilly-Fumé 2020,4.2,205,25.49,France / Loire Valley / Upper Loire / Pouilly-Fumé,Régis Minet,Upper Loire White,13.0,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",19.02,46.29526972,9.05,69.49
983,Saint-Émilion Grand Cru (Grand Cru Classé) 2017,4.1,199,39.95,France / Bordeaux / Libournais / Saint-Émilion / Saint-Émilion Grand Cru,Château Quinault l'Enclos,Bordeaux Saint-Émilion,13.0,100 Cabernet Franc,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",73.89,54.82,7.17,52.0
985,Lot 126 Sancerre 2020,4.2,327,24.99,France / Loire Valley / Upper Loire / Sancerre,90+ Cellars,Upper Loire White,12.5,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",20.42,46.29526972,0.09,60.27
986,Les Champs de Cri Pouilly-Fumé 2020,4.4,44,39.99,France / Loire Valley / Upper Loire / Pouilly-Fumé,Marc Deschamps,Upper Loire White,13.0,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",21.47,46.29526972,4.23,64.77
987,Graves Blanc 2019,4.1,583,19.99,France / Bordeaux / Graves,Château Graville-Lacoste,Bordeaux White,12.0,100 Sémillon,"['Pork', 'Vegetarian', 'Poultry', 'Appetizers and snacks', 'Lean fish']",63.72,46.29526972,10.36,45.78
988,Nicolas Vieilles Vignes Grenache Noir 2018,3.8,1157,21.99,France / Vin de Pays / Pays d'Oc / Côtes Catalanes,Domaine Lafage,Languedoc-Roussillon Grenache,15.0,100 Grenache,"['Beef', 'Pasta', 'Lamb', 'Poultry']",55.14,39.34,10.12,34.71
989,Domaine des Berthiers Pouilly-Fumé 2020,4.3,242,29.79,France / Loire Valley / Upper Loire / Pouilly-Fumé,Jean Claude Dagueneau,Upper Loire White,13.0,100 Sauvignon Blanc,"['Pork', 'Shellfish', 'Spicy food', 'Vegetarian', 'Goat cheese']",21.48,46.29526972,3.38,66.05
991,Tibouren Tradition Rosé 2015,4.2,411,46.45,France / Provence / Côtes de Provence,Clos Cibonne,Provence Rosé,14.0,100 Tibouren,"['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",31.87,46.29526972,0.48,65.04
992,Clos de Mosny 2020,4.2,92,41.12,France / Loire Valley / Middle Loire / Touraine / Montlouis-sur-Loire,La Taille Aux Loups,Loire Chenin Blanc,13.5,Chenin Blanc,"['Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry', 'Mild and soft cheese']",27.92,46.29526972,7.83,85.0
993,Crémant de Bourgogne Brut Rosé N.V.,3.8,1499,16.0,France / Bourgogne / Crémant de Bourgogne,Simonnet-Febvre,French Crémant,12.0,100 Pinot Noir,"['Shellfish', 'Poultry', 'Appetizers and snacks', 'Lean fish', 'Aperitif']",49.36,46.29526972,9.05,57.7
995,Pouilly-Fuissé 2021,4.1,62,28.84,France / Bourgogne / Mâconnais / Pouilly-Fuissé,Louis Jadot,Burgundy Mâconnais White,13.0,100 Chardonnay,"['Pasta', 'Vegetarian', 'Cured Meat']",41.93,46.29526972,0.9,41.37
998,Pessac-Léognan 2018,4.1,164,43.58,France / Bordeaux / Graves / Pessac-Léognan,Château Haut-Bergey,Bordeaux Pessac-Léognan,13.5,100 Merlot,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",73.99,71.48,8.38,74.12
999,Domaine Grand Veneur Côtes du Rhône Les Champauvins 2019,3.9,804,19.94,France / Rhone Valley / Southern Rhône / Côtes-du-Rhône,Alain Jaume,Southern Rhône Red,14.5,"70 Grenache, 20 Shiraz/Syrah, 10 Mourvedre","['Beef', 'Lamb', 'Game (deer, venison)']",65.29,48.29,7.56,51.91
1001,Rully Blanc 2018,4.1,177,43.99,France / Bourgogne / Côte Chalonnaise / Rully,Domaine Vincent Dureuil-Janthial,Burgundy Côte Chalonnaise White,13.5,100 Chardonnay,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",43.1,46.29526972,11.59,40.45
1002,Gigondas 2019,4.2,150,24.95,France / Rhone Valley / Southern Rhône / Gigondas,Notre Dame des Pallières,Southern Rhône Red,15.0,"Grenache, Mourvedre, Cinsault, Shiraz/Syrah","['Beef', 'Lamb', 'Game (deer, venison)']",64.85,40.44,12.63,52.86
1003,Saint-Estèphe 2013,4.2,125,33.0,France / Bordeaux / Médoc / Saint-Estèphe,Château Ségur de Cabanac,Bordeaux Saint-Estèphe,13.5,"Cabernet Sauvignon, Cabernet Franc, Merlot","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",75.65,80.25,9.05,75.21
1004,Morgon 'Côte du Py' 2018,4.2,224,40.0,France / Beaujolais / Morgon,Domaine Mee Godard,Beaujolais Red,13.0,100 Gamay,"['Pasta', 'Veal', 'Pork', 'Poultry']",20.78,25.42,6.97,81.78
1005,Granit 30 Cornas 2019,4.1,414,46.49,France / Rhone Valley / Northern Rhône / Cornas,Vincent Paris,Northern Rhône Cornas,14.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,51.45,9.0,56.59
1006,Les Coteaux Schisteux Côtes du Rhône Villages Séguret 2018,4.1,351,19.95,France / Rhone Valley / Southern Rhône / Côtes-du-Rhône / Côtes-du-Rhône-Villages / Côtes-du-Rhône-Villages 'Seguret',Boutinot,Southern Rhône Red,14.0,100 Grenache,"['Beef', 'Lamb', 'Game (deer, venison)']",65.33,48.78,11.04,54.12
1009,Côte des Roses Sauvignon Blanc 2019,3.8,428,16.99,France / Vin de Pays / Pays d'Oc,Gérard Bertrand,Languedoc-Roussillon White,12.5,100 Sauvignon Blanc,"['Pasta', 'Vegetarian', 'Poultry', 'Lean fish', 'Aperitif']",39.74,46.29526972,1.49,41.49
1010,Cahors Malbec 2019,3.8,792,25.99,France / South West France / Haut-Pays / Cahors,Clos La Coutale,Southwest France Malbec,14.0,100 Malbec,"['Beef', 'Lamb', 'Poultry']",65.36,48.96,2.61,45.42
1016,Côtes du Rhône Villages 2019,4.1,173,21.0,France / Rhone Valley / Southern Rhône / Côtes-du-Rhône / Côtes-du-Rhône-Villages,Château La Borie,Southern Rhône Red,13.5,"Shiraz/Syrah, Grenache, Mourvedre","['Beef', 'Lamb', 'Game (deer, venison)']",59.71,42.18,10.36,47.25
1017,Bourgogne 'Les Sétilles' 2018,4.1,2423,34.99,France / Bourgogne,Olivier Leflaive,Burgundy White,13.0,100 Chardonnay,"['Pasta', 'Rich fish (salmon, tuna etc)', 'Shellfish', 'Mild and soft cheese', 'Cured Meat']",62.32,46.29526972,2.46,51.91
1018,Caillou Blanc 2018,4.1,274,32.62,France / Bordeaux,Château Talbot,Bordeaux White,13.5,"69 Sauvignon Blanc, 31 Sémillon","['Pork', 'Vegetarian', 'Poultry', 'Appetizers and snacks', 'Lean fish']",64.38,46.29526972,19.28,39.85
1019,Crozes-Hermitage Les Jalets 2018,3.9,518,20.99,France / Rhone Valley / Northern Rhône / Crozes-Hermitage,Paul Jaboulet Aîné,Northern Rhône Crozes-Hermitage,13.0,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",64.45,47.48,3.42,45.44
